25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,41
25,42
25,43
25,44
25,45
25,46
25,47
25,48
25,49
25,50
25,51
25,52
25,53
25,54
25,55
25,56
25,57
25,58
25,59
25,60
25,61
25,62
25,63
25,64
25,65
25,66
25,67
25,68
25,69
25,70
25,71
25,72
25,73
25,74
25,75
26,75
27,75
28,75
29,75
30,75
31,75
32,75
33,75
34,75
35,75
36,75
37,75
38,75
39,75
46,75
47,75
48,75
49,75
50,75
51,75
52,75
53,75
54,75
61,75
62,75
63,75
64,75
65,75
66,75
67,75
68,75
69,75
70,75
71,75
72,75
73,75
74,75
75,75
75,74
75,73
75,72
75,71
75,70
75,69
75,68
75,67
75,66
75,65
75,64
75,63
75,62
75,61
75,60
75,59
75,58
75,57
75,56
75,55
75,54
75,53
75,52
75,51
75,50
75,49
75,48
75,47
75,46
75,45
75,44
75,43
75,42
75,41
75,40
75,39
75,38
75,37
75,36
75,35
75,34
75,33
75,32
75,31
75,30
75,29
75,28
75,27
75,26
75,25
74,25
73,25
72,25
71,25
70,25
69,25
68,25
67,25
66,25
65,25
64,25
63,25
62,25
61,25
54,25
53,25
52,25
51,25
50,25
49,25
48,25
47,25
46,25
39,25
38,25
37,25
36,25
35,25
34,25
33,25
32,25
31,25
30,25
29,25
28,25
27,25
26,25
50,0
50,1
50,2
50,3
50,4
50,5
50,6
50,7
50,8
50,9
50,10
50,11
50,12
50,13
50,14
50,15
50,16
50,17
50,18
50,19
50,20
50,21
50,22
50,23
50,24
50,25
50,75
50,76
50,77
50,78
50,79
50,80
50,81
50,82
50,83
50,84
50,85
50,86
50,87
50,88
50,89
50,90
50,91
50,92
50,93
50,94
50,95
50,96
50,97
50,98
50,99
99,50
98,50
97,50
96,50
95,50
94,50
93,50
92,50
91,50
90,50
89,50
88,50
87,50
86,50
85,50
84,50
83,50
82,50
81,50
80,50
79,50
78,50
77,50
76,50
75,50
25,50
24,50
23,50
22,50
21,50
20,50
19,50
18,50
17,50
16,50
15,50
14,50
13,50
12,50
11,50
10,50
9,50
8,50
7,50
6,50
5,50
4,50
3,50
2,50
1,50
0,50
