99,20
98,20
97,20
96,20
95,20
94,20
93,20
92,20
91,20
90,20
89,20
88,20
87,20
86,20
85,20
84,20
83,20
82,20
81,20
80,20
79,20
78,20
77,20
76,20
75,20
74,20
73,20
72,20
71,20
70,20
69,20
68,20
67,20
66,20
65,20
64,20
63,20
62,20
61,20
60,20
59,20
58,20
57,20
56,20
55,20
54,20
53,20
52,20
51,20
50,20
49,20
48,20
47,20
46,20
45,20
44,20
43,20
42,20
41,20
40,20
40,21
40,22
40,23
40,24
40,25
40,26
40,27
40,28
40,29
40,41
40,42
40,43
40,44
40,45
40,46
40,47
40,48
40,49
40,50
40,51
40,52
40,53
40,54
40,55
40,56
40,57
40,58
40,59
40,60
40,61
40,62
40,63
40,64
40,65
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,91
40,92
40,93
40,94
40,95
40,96
40,97
40,98
40,99
30,0
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
30,9
30,10
30,11
30,12
30,13
30,14
30,15
30,16
30,17
30,18
30,19
30,20
30,21
30,22
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,41
30,42
30,43
30,44
30,45
30,46
30,47
30,48
30,49
30,50
30,51
30,52
30,53
30,54
30,55
30,56
30,57
30,58
30,59
30,60
30,61
30,62
30,63
30,64
30,65
30,66
30,67
30,68
30,69
30,70
30,71
30,72
30,73
30,74
30,75
30,76
30,77
30,78
30,79
30,91
30,92
30,93
30,94
30,95
30,96
30,97
30,98
30,99
30,50
29,50
28,50
27,50
26,50
25,50
24,50
23,50
22,50
21,50
20,50
19,50
18,50
17,50
16,50
15,50
14,50
13,50
12,50
11,50
10,50
9,50
8,50
7,50
6,50
5,50
4,50
3,50
2,50
1,50
0,50
